Instance ID,REGION-CENTROID-COL,REGION-CENTROID-ROW,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,Actual Class
133,0.601593625,0.60251046,0,0,0.019607843,0.001066518,0.240993779,0.095076545,0.050864962,0.03896104,0.072901325,0.038971158,0.783950607,0.234924619,0.48305083,0.072901325,0.5,0.076981555,5
134,0.824701195,0.09623431,0,0,0.067538133,0.003020928,0.009937889,0.000361998,0.100697141,0.078733767,0.139175257,0.081060009,0.6893004,0.331658278,0.41737286,0.139175257,0.479958,0.068305381,5
135,0.880478088,0.213389121,0,0,0.010893248,0.000437916,0.014906832,0.000402338,0.044668216,0.030032466,0.075846837,0.025720966,0.765432088,0.280150748,0.425847447,0.075846837,0.68080807,0.09206986,5
136,0.486055777,0.589958159,0,0,0,0,0,0,0,0,0,0,0.893004112,0.109296483,0.582627102,0,0,0.469052291,5
137,0.075697211,0.514644351,0,0,0.026143792,0.00015513,0.013664597,0.000173653,0.020655823,0.008116884,0.042709869,0.009353079,0.790123454,0.227386938,0.489406762,0.042709869,0.8292328,0.073733151,5
138,0.884462151,0.213389121,0,0,0.013071898,0.000520322,0.009937887,0.000361998,0.044926417,0.030032466,0.075846837,0.026500388,0.763374477,0.278894468,0.430084731,0.075846837,0.6703704,0.089370579,5
139,0.729083665,0.560669456,0,0,0.028322442,0.001067399,0.004968944,0.000196321,0.003872967,0.002435065,0.008100147,0.000779423,0.880658432,0.131909548,0.557203372,0.008100147,0.5277778,0.113050438,5
140,0.892430279,0.19665272,0,0,0.013071902,0.000735846,0.009937889,0.000248329,0.0580945,0.040584413,0.093519881,0.037412315,0.738683124,0.305276384,0.411016934,0.093519881,0.62222224,0.085692514,5
141,0.227091633,0.426778243,0,0,0.135076263,0.002134798,0.016149069,0.000281089,0.145365355,0.12337663,0.188512521,0.120810602,0.672839492,0.366834178,0.374999983,0.188512521,0.4148072,0.075105012,5
142,0.633466135,0.125523013,0,0,0.032679737,0.001413035,0.004968944,0.000124164,0.004905758,0.004058442,0.008100147,0.00233827,0.884773659,0.126884423,0.56144066,0.008100147,0.537037,0.127102472,5
143,0.633466135,0.414225941,0,0,0.032679725,0.001206316,0.009937871,0.000196321,0.220500913,0.198863626,0.260677483,0.198752921,0.648148139,0.370602996,0.39406778,0.260677483,0.3074441,0.063698348,5
144,0.737051793,0.0041841,0,0,0.017429189,0.000474986,0.052173909,0.001418411,0.043635424,0.02840909,0.075110454,0.024941543,0.761316866,0.281407028,0.427966089,0.075110454,0.6873016,0.087654325,5
145,0.561752988,0.418410042,0,0,0.043572992,0.000794804,0.012422355,0.000248328,0.200361478,0.179383111,0.237849785,0.180826192,0.660493824,0.351758794,0.413135576,0.237849785,0.31548372,0.060839575,5
146,1,0.527196653,0,0,0.034858386,0.000949973,0.013664595,0.000513821,0.005163955,0.002435065,0.011782032,0.000779423,0.870370367,0.144472362,0.546610155,0.011782032,0.75,0.096989539,5
147,0.816733068,0.209205021,0,0,0.02178649,0.000704519,0.011180121,0.000331428,0.049315779,0.034090911,0.081001471,0.030397506,0.759259249,0.2839196,0.425847447,0.081001471,0.64589113,0.089370579,5
148,0.948207171,0.343096234,0,0,0.135076235,0.023553902,0.023602482,0.00062248,0.100438943,0.07224026,0.151693673,0.073265785,0.641975305,0.396984923,0.355932187,0.151693673,0.57700235,0.07291801,5
149,0.820717131,0.435146444,0,0,0.041394333,0.000575273,0.003726708,2.40443E-05,0.008520527,0.003246753,0.019145802,0.00233827,0.849794234,0.165829145,0.531779644,0.019145802,0.93333334,0.086253572,5
150,0.354581673,0.514644351,0,0,0.015250544,3.23188E-05,0.021118009,0.000109536,0.014717275,0.007305195,0.030927837,0.004676539,0.831275715,0.195979896,0.499999981,0.030927837,0.88148147,0.095963349,5
151,0.338645418,0.778242678,1,0.5,0.063180863,0.002533508,0.028571445,0.00079625,0.440743608,0.410714266,0.515463928,0.390491034,0.504115207,0.603015077,0.150423729,0.515463928,0.28533262,0.085793276,6
152,0.011952191,0.744769874,0,0,0.080610059,0.006780471,0.262111758,0.082661708,0.184353224,0.171266236,0.218703975,0.160561188,0.726337438,0.331658278,0.379237267,0.218703975,0.27147257,0.079680891,6
153,0.529880478,0.736401674,0,0,0.074074067,0.002644613,0.047204972,0.001287363,0.413891051,0.384740266,0.491163498,0.36009351,0.520576133,0.609296443,0.122881365,0.491163498,0.30745777,0.092194455,6
154,1,0.794979079,0,0,0.180827871,0.009590139,0.124223589,0.004180301,0.280919184,0.26136365,0.324742266,0.253312533,0.641975305,0.404522593,0.343220335,0.324742266,0.2753682,0.065814036,6
155,0.868525896,0.690376569,0,0.5,0.082788702,0.003242458,0.114285705,0.002049652,0.420345989,0.389610377,0.501472772,0.363990643,0.506172799,0.630653239,0.101694927,0.501472772,0.31446242,0.092719263,6
156,0.812749004,0.748953975,0,0,0.050108914,0.001741975,0.036024833,0.000810641,0.344952234,0.327110403,0.402061862,0.301636779,0.631687231,0.488693473,0.211864383,0.402061862,0.29078844,0.100697441,6
157,0.800796813,0.761506276,0,0,0.04357302,0.001309445,0.075776375,0.001795559,0.290730718,0.27678572,0.33578793,0.256430244,0.681069936,0.413316587,0.288135569,0.33578793,0.27838665,0.099696937,6
158,0.884462151,0.627615063,0,0,0.054466247,0.005306728,0.201242201,0.022377249,0.293054489,0.262987011,0.346097184,0.26578332,0.557613172,0.454773854,0.345338958,0.346097184,0.30841646,0.046082429,6
159,0.342629482,0.774058577,1,0,0.052287533,0.001516986,0.049689433,0.001203817,0.42938293,0.401785711,0.501472772,0.379579092,0.52674893,0.586683379,0.154660994,0.501472772,0.28752622,0.089367058,6
160,0.414342629,0.761506276,0,0,0.126361647,0.003324907,0.064596278,0.001570569,0.419055001,0.387987002,0.497790891,0.365549474,0.504115207,0.618090438,0.124999988,0.497790891,0.30846536,0.08954688,6
161,0.302788845,0.728033473,0,0,0.115468431,0.013373485,0.139130408,0.023168035,0.226955865,0.213474015,0.262886605,0.201870618,0.707818919,0.350502514,0.366525416,0.262886605,0.27036038,0.082596097,6
162,0.346613546,0.707112971,0,0,0.058823506,0.001635086,0.085714251,0.002083686,0.351407179,0.330357124,0.413107499,0.306313328,0.604938267,0.51381911,0.197033909,0.413107499,0.3009182,0.096783289,6
163,0.848605578,0.627615063,0,0,0.145969502,0.001273365,0.257142841,0.013649164,0.281951974,0.258116901,0.329160537,0.254871406,0.609053489,0.422110537,0.347457619,0.329160537,0.29805613,0.061530509,6
164,0.784860558,0.719665272,0,0,0.041394302,0.002062229,0.075776375,0.001152288,0.376710572,0.357142862,0.441089864,0.327357754,0.606995859,0.533919603,0.161016958,0.441089864,0.2986217,0.103039969,6
165,0.749003984,0.736401674,0,0,0.047930302,0.001751664,0.068322971,0.00172327,0.338239112,0.322240249,0.396907221,0.291504288,0.648148139,0.494974851,0.184322,0.396907221,0.30575457,0.108134114,6
166,0.490039841,0.753138075,0,0,0.137254929,0.00477946,0.073291926,0.002019818,0.416473026,0.386363641,0.495581749,0.361652376,0.51234567,0.619346707,0.114406778,0.495581749,0.31361094,0.091823802,6
167,0.721115538,0.732217573,1,0,0.143790824,0.003567144,0.039751526,0.000895362,0.337722696,0.319805208,0.396907221,0.29228371,0.633744842,0.497487412,0.194915229,0.396907221,0.30452195,0.103392719,6
168,0.597609562,0.635983264,0,0,0.080610024,0.003988134,0.40621114,0.030287852,0.27885361,0.252435073,0.318114872,0.262665609,0.590534951,0.380653259,0.436440666,0.318851242,0.2638465,0.002494532,6
169,0.442231076,0.778242678,0,0,0.165577384,0.005224851,0.110559005,0.002252564,0.350890784,0.326298708,0.412371116,0.309431004,0.578189284,0.512562818,0.226694915,0.412371116,0.29632849,0.085200064,6
170,0.541832669,0.715481172,0,0,0.071895427,0.00672876,0.080745327,0.006649591,0.243480514,0.229707794,0.284241537,0.213561961,0.699588456,0.37939699,0.326271162,0.284241537,0.28575617,0.09819077,6
171,0.011952191,0.794979079,0,1,0.106753804,0.002929941,0.116770161,0.002253847,0.374386801,0.344155833,0.445508082,0.328137184,0.52674893,0.5678392,0.186440642,0.445508082,0.30885938,0.08445772,6
172,0.932270916,0.774058577,0,0,0.065359475,0.00232695,0.049689433,0.00082828,0.329460382,0.305194819,0.388070699,0.290724844,0.58847734,0.492462314,0.249999976,0.388070699,0.29423782,0.084570955,6
173,0.661354582,0.744769874,0,0,0.148148133,0.003905299,0.084472036,0.001114025,0.407177901,0.374999987,0.480117787,0.360872933,0.500000003,0.58542711,0.184322,0.480117787,0.29552308,0.079620827,6
174,0.992031873,0.690376569,0,0.5,0.063180863,0.001854881,0.077018619,0.001222876,0.374128603,0.344155833,0.448453627,0.324240037,0.528806578,0.584170841,0.156779636,0.448453627,0.3181372,0.088714338,6
175,0.96812749,0.765690377,0,0,0.067538118,0.00199551,0.050931679,0.001469788,0.346759623,0.324675311,0.408689255,0.302416195,0.598765414,0.51381911,0.203389797,0.408689255,0.30085307,0.09435212,6
176,0.705179283,0.728033473,0,0,0.102396545,0.003152494,0.06956522,0.00164254,0.34185387,0.321428569,0.402061862,0.297739653,0.613168711,0.503768846,0.205508439,0.402061862,0.30003616,0.097252758,6
177,0.908366534,0.769874477,0,0,0.163398667,0.003975444,0.091925458,0.001621285,0.332558759,0.310064922,0.390279828,0.29306314,0.600823026,0.488693473,0.243644031,0.390279828,0.29027814,0.088631626,6
178,0.015936255,0.832635983,0,0.5,0.084967341,0.0029145,0.099378866,0.00188509,0.357603927,0.331980506,0.426362312,0.309431004,0.567901228,0.551507513,0.171610168,0.426362312,0.3175664,0.094526697,6
179,0.466135458,0.707112971,0,0,0.076252733,0.002586389,0.06956522,0.000785285,0.338497309,0.322240249,0.391016197,0.298519097,0.646090528,0.463567837,0.239406767,0.391016197,0.27882218,0.099132655,6
180,0.338645418,0.761506276,0,0,0.128540365,0.002883368,0.049689433,0.001305202,0.428091922,0.392045461,0.507363796,0.378799676,0.462962964,0.623115547,0.158898316,0.507363796,0.29957896,0.078129134,6
181,0.80876494,0.606694561,0,0,0.019607855,0.000486716,0.044720485,0.000402338,0.165246579,0.12662338,0.168630341,0.198752921,0.539094653,0.168341708,0.84745761,0.187776144,0.38903406,1,7
182,0.278884462,0.707112971,1,0,0.047930275,0.000982489,0.067080741,0.00134648,0.155693271,0.133928575,0.142120768,0.190958676,0.67078188,0.07914573,0.862288122,0.180412362,0.3273826,0.923812273,7
183,0.235059761,0.711297071,1,0,0.065359475,0.002094255,0.059627326,0.001506776,0.13684483,0.124999991,0.118556708,0.167575996,0.753086415,0.050251258,0.826271171,0.158321067,0.28569087,0.874757187,7
184,0.406374502,0.857740586,0,0,0.034858386,0.001137619,0.048447194,0.000825521,0.101471727,0.079545455,0.090574376,0.134060783,0.6893004,0.07914573,0.843220326,0.12665684,0.43169576,0.922647681,7
185,0.35059761,0.878661088,0,0,0.054466227,0.002591962,0.032298136,0.001143441,0.098115159,0.07792208,0.08247423,0.134060783,0.703703697,0.054020101,0.87076269,0.12665684,0.44601154,0.898493182,7
186,0.027888446,0.786610879,0,0,0.065359494,0.001376642,0.031055908,0.000513821,0.104570104,0.097402594,0.078055966,0.139516761,0.800411516,0,0.862288122,0.131811494,0.40888458,0.822155452,7
187,0.792828685,1,0,0,0.089324616,0.002479502,0.032298136,0.000739795,0.064291248,0.047889608,0.048600884,0.096648479,0.744855958,0.045226135,0.843220326,0.091310752,0.5633903,0.875461465,7
188,0.645418327,0.648535565,0,0,0.069716769,0.00191327,0.054658394,0.000758732,0.118254587,0.090097399,0.108247426,0.155884632,0.635802453,0.087939701,0.883474561,0.147275396,0.4462137,0.935301556,7
189,0.737051793,0.677824268,0,0,0.056644882,0.001447881,0.047204972,0.001431973,0.119545575,0.099025969,0.103092779,0.156664068,0.693415622,0.055276385,0.879237258,0.148011785,0.39643326,0.901370766,7
190,0.003984064,0.979079498,0,0,0.074074071,0.003774828,0.07080745,0.002364358,0.044668216,0.045454546,0.039764359,0.049103662,0.882716045,0.095477388,0.616525407,0.047864507,0.19104938,0.79460527,7
191,0.243027888,0.887029289,0,0,0.098039216,0.00998649,0.037267077,0.001763249,0.046475601,0.035714286,0.030927837,0.073265785,0.794238673,0.041457289,0.798728788,0.069219444,0.5931498,0.848339332,7
192,0.960159363,0.719665272,0,0,0.058823525,0.001635085,0.048447203,0.001297056,0.107152079,0.092532469,0.08247423,0.147310985,0.742798346,0.010050252,0.904661018,0.139175257,0.42024404,0.853766787,7
193,0.792828685,0.853556485,0,0,0.061002192,0.0016726,0.105590051,0.001907953,0.160599024,0.124999991,0.149484531,0.206547153,0.563785968,0.092964826,0.949152498,0.195139914,0.42076695,0.943682615,7
194,0.22310757,0.694560669,0,0,0.037037057,0.000963098,0.032298131,0.001239619,0.136586625,0.115259741,0.122238589,0.172252524,0.681069936,0.070351761,0.866525406,0.162739318,0.3589904,0.916293816,7
195,0.247011952,0.874476987,0,0,0.119825725,0.026637095,0.081987573,0.004392095,0.05706171,0.047889608,0.042709869,0.081060009,0.802469127,0.050251258,0.775423708,0.076583206,0.48671728,0.856968507,7
196,0.462151394,0.891213389,0,0,0.11982571,0.004467146,0.068322978,0.002179516,0.141234195,0.112824678,0.117820331,0.19329695,0.625514378,0.025125628,1,0.182621497,0.44151622,0.896073058,7
197,0.924302789,0.836820084,1,0,0.104575165,0.010626401,0.037267077,0.001250304,0.107668481,0.090909094,0.10088365,0.130943107,0.726337438,0.101758794,0.76694914,0.123711348,0.33542147,0.942555052,7
198,0.920318725,0.686192469,0,0,0.045751643,0.001088331,0.063354033,0.001563805,0.107152079,0.090909094,0.089837993,0.141075592,0.730452661,0.047738693,0.853813535,0.133284233,0.38741234,0.884590707,7
199,0.111553785,0.769874477,0,0,0.017429189,0.000704518,0.01366459,0.000490802,0.111799642,0.105519484,0.08836524,0.142634451,0.804526744,0.017587944,0.828389813,0.134756999,0.34230694,0.829149176,7
200,0.247011952,0.794979079,0,0,0.056644882,0.001603009,0.021118007,0.000398067,0.054221535,0.045454546,0.036818849,0.081060009,0.806584358,0.033919603,0.798728788,0.076583206,0.54320127,0.836552397,7
201,0.366533865,0.941422594,1,0,0.069716773,0.004705608,0.044720492,0.000673241,0.087270849,0.06980519,0.071428572,0.120810602,0.72839505,0.050251258,0.851694894,0.114138443,0.44724658,0.889224167,7
202,0.282868526,0.753138075,1,0,0.050108929,0.000885533,0.06956522,0.003323458,0.105861092,0.088474024,0.098674521,0.130163671,0.722222216,0.099246232,0.775423708,0.122974959,0.3503698,0.940769338,7
203,0.203187251,0.665271967,0,0,0.021786496,0.000794804,0.021118009,0.00028109,0.177381884,0.146915575,0.167893965,0.216679658,0.596707803,0.105527639,0.894067789,0.204712819,0.34911168,0.951645078,7
204,0.924302789,0.723849372,0,0,0.019607851,0.000135739,0.017391302,0.000566377,0.082623286,0.071428572,0.065537555,0.111457519,0.777777768,0.042713569,0.813559301,0.105301915,0.40555555,0.863546858,7
205,0.940239044,0.753138075,0,0,0.039215686,0.000542955,0.033540371,0.000729344,0.051123163,0.03896104,0.036082476,0.078721742,0.781892996,0.045226135,0.805084733,0.074374078,0.5358197,0.862393534,7
206,0.139442231,0.970711297,1,0,0.074074078,0.003231872,0.044720494,0.000512945,0.092951201,0.07224026,0.080265094,0.126266559,0.701646085,0.067839197,0.849576252,0.119293077,0.4522286,0.907963109,7
207,0.737051793,0.866108787,0,0,0.045751631,0.001299213,0.026086951,0.000472871,0.095533183,0.07792208,0.083946982,0.124707721,0.724279827,0.074120604,0.815677943,0.117820331,0.40134683,0.910626808,7
208,0.780876494,0.941422594,0,0,0.095860565,0.011919146,0.074534156,0.005482102,0.112057839,0.095779219,0.110456562,0.129384256,0.72839505,0.129396985,0.718220319,0.122974959,0.29272884,0.986076342,7
209,0.824701195,0.958158996,1,0,0.041394341,0.001506054,0.054658381,0.00361199,0.098631561,0.079545455,0.086156111,0.130163671,0.711934141,0.070351761,0.834745739,0.122974959,0.42162097,0.912443712,7
210,0.884462151,0.728033473,0,0,0.019607843,0.000610131,0.053416139,0.001500925,0.090369226,0.08441558,0.064801179,0.123148862,0.814814807,0.001256291,0.845338968,0.116347565,0.44541803,0.809839965,7
